,Overall_review,date,name,nationality,rating,review_times,tag
131,Hotel was awesome - booking.com was awful. Will never use this website again.,"Reviewed: September 12, 2017",Elaine,United Kingdom,10,6 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 7 nights"
132,luxurious,"Reviewed: September 9, 2017",Asaf,Thailand,10,22 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
133,Get a room WITHOUT breakfast included.,"Reviewed: September 7, 2017",Prerana and Jay,United Kingdom,10,7 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit


• Stayed 2 nights


• Submitted from a mobile device"
134,This place is a city in itself.,"Reviewed: September 5, 2017",Mordechay,United States of America,5,1 review,"• Leisure trip


• Solo traveler


• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit


• Stayed 3 nights


• Submitted from a mobile device"
135,Disappointed was a disaster!!!!!!,"Reviewed: August 26, 2017",Galit,Israel,8.8,14 Reviews,"• Leisure trip


• Family with young children


• Venetian Bella Suite with Two Queen Beds


• Stayed 3 nights"
136,luxury hotel and a very good location,"Reviewed: August 25, 2017",Paul,United Kingdom,7.5,13 Reviews,"• Leisure trip


• Family with young children


• Venetian Bella Suite with Two Queen Beds


• Stayed 1 night


• Submitted from a mobile device"
137,Room was massive clean and nothing to fault.,"Reviewed: August 25, 2017",Dwango,Ireland,9.6,30 Reviews,"• Leisure trip


• Family with young children


• Venetian Luxury Suite with a King Bed


• Stayed 1 night


• Submitted from a mobile device"
138,Ultra Luxurious property with plenty of bling,"Reviewed: August 21, 2017",Tracy,United Kingdom,7.1,4 Reviews,"• Leisure trip


• Couple


• Venetian Luxury View Suite with a King Bed


• Stayed 1 night"
139,Nice but pricey,"Reviewed: August 18, 2017",Sigalit,Israel,5,4 Reviews,"• Leisure trip


• Family with young children


• Venetian Bella View Suite with Two Queen Beds


• Stayed 1 night


• Submitted from a mobile device"
140,It took hours to receive our luggage.,"Reviewed: August 14, 2017",Anna,New Zealand,8.8,4 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 6 nights


• Submitted from a mobile device"
141,Nice stay for honeymoon and a cool resort to walk around.,"Reviewed: August 4, 2017",Sean Sullivan,United Kingdom,9.6,9 Reviews,"• Leisure trip


• Group


• Venetian Luxury View Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
142,"Great location, great service and great rooms.","Reviewed: July 30, 2017",Roman,Canada,9.2,2 Reviews,"• Leisure trip


• Couple


• Venetian Bella View Suite with Two Queen Beds


• Stayed 7 nights"
143,A very good stay.,"Reviewed: July 16, 2017",Paul,United Kingdom,8.8,16 Reviews,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
144,Disappointing Casino Staff,"Reviewed: June 12, 2017",Danielle,United Kingdom,9.6,1 review,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights"
145,fab hotel,"Reviewed: June 3, 2017",Maryna,Ukraine,9.2,5 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
146,Perfect for couples who like comfort,"Reviewed: May 24, 2017",Rebecca,Australia,7.9,12 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
147,"Great location, big rooms, good service.","Reviewed: May 14, 2017",Rebecca,United Kingdom,8.8,14 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
148,"Massive hotel with so much to do, upgrade room to suite view...","Reviewed: April 18, 2017",John,United Kingdom,10,7 Reviews,"• Leisure trip


• Family with young children


• 2 rooms


• Stayed 1 night


• Submitted from a mobile device"
149,Enjoy the fabulous craziness of Las Vegas in luxury at the Venetian.,"Reviewed: April 17, 2017",Maria,United Kingdom,10,1 review,"• Leisure trip


• Couple


• Venetian Luxury View Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
150,"I loved my trip to Vegas this time round, I'm not a...","Reviewed: April 14, 2017",Nathan,United Kingdom,9.6,17 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
151,Stunning casino!,"Reviewed: April 10, 2017",Peter,United Kingdom,7.5,8 Reviews,"• Leisure trip


• Family with young children


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
152,Beautiful Hotel but massive!,"Reviewed: April 8, 2017",Elizabeth,United States Minor Outlying Islands,10,6 Reviews,"• Leisure trip


• Family with young children


• Venetian Bella View Suite with Two Queen Beds


• Stayed 1 night


• Submitted from a mobile device"
153,Thank you for expert and professional service from your...,"Reviewed: March 29, 2017",Mohammad.00,United Arab Emirates,7.9,18 Reviews,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds


• Stayed 6 nights"
154,location,"Reviewed: March 27, 2017",Tegan,United States of America,7.1,13 Reviews,"• Leisure trip


• Family with young children


• Venetian Bella Suite with Two Queen Beds


• Stayed 1 night"
155,"The hotel+B126 was nice, and the bed was super comfortable.","Reviewed: March 18, 2017",Mark,Spain,10,9 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 5 nights


• Submitted from a mobile device"
156,Suite is standard so you get double the room size compared...,"Reviewed: March 15, 2017",Casey,New Zealand,7.1,1 review,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
157,"The hotel is classic, timeless and beautiful.","Reviewed: March 14, 2017",Rob,United States of America,3.3,1 review,"• Business trip


• Family with young children


• Venetian Luxury View Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
158,Sucks,"Reviewed: March 7, 2017",Anonymous,United States of America,9.6,1 review,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights"
159,SO friendly!,"Reviewed: March 7, 2017",Thomas,Denmark,4.6,29 Reviews,"• Leisure trip


• Family with young children


• Venetian Luxury Suite with a King Bed


• Stayed 1 night"
160,Doesn't meet expectations,"Reviewed: March 6, 2017",Todd,United States of America,7.9,1 review,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
161,"On 3/4/27, We called security office when our car...","Reviewed: February 27, 2017",Donna,United States of America,9.2,1 review,"• Leisure trip


• Family with young children


• Venetian Bella Suite with Two Queen Beds


• Stayed 1 night"
162,Awesome Hotel...beware no coffee pot in room. 45 min room service for a pot of coffee,"Reviewed: February 27, 2017",Olivia,United Kingdom,10,5 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights


• Submitted from a mobile device"
163,Amazing hotel,"Reviewed: February 22, 2017",Matthew,United Kingdom,4.2,3 Reviews,"• Leisure trip


• Group


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
164,"No frills, Bellegio is better","Reviewed: February 18, 2017",Gary,United States of America,10,2 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights"
165,"If you want comfort in all areas of your stay, this is the place!!!!!!!!","Reviewed: February 14, 2017",Peter,United Kingdom,5.4,3 Reviews,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds


• Stayed 3 nights"
166,"Brilliant location and hotel building, poor staff and amenities.","Reviewed: February 9, 2017",Maria,Paraguay,10,9 Reviews,"• Leisure trip


• Solo traveler


• Venetian Bella Suite with Two Queen Beds


• Stayed 5 nights"
167,Would definitely come back!!,"Reviewed: February 7, 2017",Nortasha,United States of America,10,1 review,"• Leisure trip


• Solo traveler


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
168,My home away from home,"Reviewed: February 3, 2017",Robyn,New Zealand,9.2,14 Reviews,"• Leisure trip


• Solo traveler


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights"
169,Luxurious hotel on The Strip.,"Reviewed: February 1, 2017",Joseph,United States of America,9.6,9 Reviews,"• Business trip


• Solo traveler


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights


• Submitted from a mobile device"
170,Amazing hotel and resort.  Can't wait to go back.,"Reviewed: January 31, 2017",Dan,United States of America,6.7,2 Reviews,"• Leisure trip


• Group


• Venetian Luxury View Suite with a King Bed


• Stayed 2 nights"
171,Great Views BUT falls shorts in other areas ..,"Reviewed: January 30, 2017",Sanjay,United Kingdom,7.1,5 Reviews,"• Leisure trip


• Family with young children


• Venetian Bella Suite with Two Queen Beds


• Stayed 4 nights"
172,Amazing way to spend NYE2017,"Reviewed: January 30, 2017",David,United States of America,6.7,2 Reviews,"• Leisure trip


• Couple


• Venetian Luxury View Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
173,2.5 hours for room service on a Thursday morning.,"Reviewed: January 29, 2017",NVDDS,Canada,9.6,11 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 2 nights"
174,"Hate Sheldon Adelson, but wonderful hotel, wonderful rooms and great options for all","Reviewed: January 28, 2017",Luke,United Kingdom,2.5,1 review,"• Leisure trip


• Group


• Venetian Bella Suite with Two Queen Beds


• Stayed 4 nights


• Submitted from a mobile device"
175,Crooks,"Reviewed: January 26, 2017",Andrew,South Africa,9.6,1 review,"• Leisure trip


• Family with young children


• Venetian Bella View Suite with Two Queen Beds


• Stayed 5 nights"
176,Very pleased we chose the Venetian !,"Reviewed: January 25, 2017",Tom,United States of America,6.3,1 review,"• Leisure trip


• Family with young children


• Venetian Bella Suite with Two Queen Beds


• Stayed 5 nights"
177,Way too price and way too big,"Reviewed: January 24, 2017",Kathleen,Canada,10,3 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 4 nights"
178,"Great stay, spacious rooms, friendly staff","Reviewed: January 22, 2017",Fei,United States of America,5.4,1 review,"• Leisure trip


• Family with young children


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights"
179,Feel disappointed during my stay at The Venetian,"Reviewed: January 18, 2017",Antoinette,United States of America,6.7,1 review,"• Leisure trip


• Family with young children


• Venetian Luxury Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
180,Overall nice,"Reviewed: January 18, 2017",Venetiartaylor,Ireland,7.9,6 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 5 nights"
181,Beautiful hotel- lots of class for Vegas- nice sized rooms,"Reviewed: January 18, 2017",Katharine,Australia,9.2,5 Reviews,"• Leisure trip


• Family with young children


• Venetian Bella Suite with Two Queen Beds


• Stayed 1 night


• Submitted from a mobile device"
182,An indulgent Vegas experience,"Reviewed: January 16, 2017",Tamara,Croatia,9.6,8 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 1 night"
183,Beautiful experience,"Reviewed: January 14, 2017",ohri,New Zealand,4.2,14 Reviews,"• Leisure trip


• Couple


• Venetian Luxury View Suite with a King Bed


• Stayed 3 nights


• Submitted from a mobile device"
184,The location was quite central,"Reviewed: January 13, 2017",Craig,United Kingdom,9.2,4 Reviews,"• Leisure trip


• Group


• Venetian Bella View Suite with Two Queen Beds


• Stayed 3 nights"
185,One of the best hotels on the strip,"Reviewed: January 12, 2017",Dayna,Australia,9.6,4 Reviews,"• Leisure trip


• Couple


• Venetian Luxury Suite with a King Bed


• Stayed 7 nights"
