,Name,Nationality,Date,Score,Topic,Tags,History reviews
138,Qasim,Pakistan,"Reviewed: October 23, 2017",10,“Always like staying here.”,• Business trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 2 nights,49 Reviews
139,Allan,Denmark,"Reviewed: October 23, 2017",9.6,"When you advertise ""including Breakfast"" it is NOT...",• Business trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 8 nights,7 Reviews
140,Brinda,Singapore,"Reviewed: October 18, 2017",6.7,Service was nothing exceptional. The property by itself is huge and beautiful.,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights• Submitted from a mobile device,19 Reviews
141,Judith,United States of America,"Reviewed: October 13, 2017",2.5,I don't appreciate paying $500 a night to room with bed bugs.,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 4 nights,1 review
142,Anonymous,United Kingdom,"Reviewed: October 11, 2017",9.2,"Great, but expensive and spoiled by the the dodgy resort fee.",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights,7 Reviews
143,Ronny,Israel,"Reviewed: October 10, 2017",5.8,Poor and expansive,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
144,Tomas,Slovakia,"Reviewed: October 9, 2017",7.5,Very poor experience!,• Leisure trip• Family with young children• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,2 Reviews
145,Din Din ,United States of America,"Reviewed: October 9, 2017",10,You have to stay at the Venetian Venetian Hotel and Casino at least once. Very highly recommended.,• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,1 review
146,Susan,United Kingdom,"Reviewed: October 8, 2017",8.8,The bed was amazing and the pillows were to die for.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,7 Reviews
147,Anonymous,United States of America,"Reviewed: October 6, 2017",4.6,My room rate is over $300 per night with tax and resort fee.,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit• Stayed 2 nights,3 Reviews
148,Notreturning,New Zealand,"Reviewed: October 5, 2017",7.5,"Meh, same decor as 11 years ago, time for update.",• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights,3 Reviews
149,Anonymous,Belgium,"Reviewed: October 3, 2017",9.2,"Everything was perfect: location, very clean room (actually...",• Leisure trip• Solo traveler• Venetian Luxury View Suite with a King Bed• Stayed 2 nights,23 Reviews
150,Mikhail,Russia,"Reviewed: October 2, 2017",6.3,We were very surprised that the janitors do not wash floors...,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights,2 Reviews
151,Amanda,United Kingdom,"Reviewed: September 25, 2017",5.0,Incompetent rude staff and complete lie of charges,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 6 nights• Submitted from a mobile device,3 Reviews
152,Paris,United States of America,"Reviewed: September 24, 2017",10,A relaxing stay with the comforts to make it something only experienced at the Venetian,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,1 review
153,Pedro,United States of America,"Reviewed: September 21, 2017",9.2,"Beautiful place, great rooms, pricey !",• Business trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,2 Reviews
154,James,United Kingdom,"Reviewed: September 19, 2017",5.4,Disappointing. I'd go to the Wynn instead.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,1 review
155,Margaret Ruth,United Kingdom,"Reviewed: September 14, 2017",8.8,Loved staying in the Venetian. Special place.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,18 Reviews
156,Christine,United States of America,"Reviewed: September 13, 2017",5.4,"Great hotel, not a great stay.",• Business trip• Group• Venetian Bella Suite with Two Queen Beds with 150USD Resort Credit• Stayed 2 nights,1 review
157,Rebecca,United Kingdom,"Reviewed: September 13, 2017",10,Fabulous suite.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,29 Reviews
158,Robert,United States of America,"Reviewed: September 13, 2017",9.6,Hotel was awesome - booking.com was awful. Will never use this website again.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights,1 review
159,Elaine,United Kingdom,"Reviewed: September 12, 2017",10,luxurious,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 7 nights,6 Reviews
160,Asaf,Thailand,"Reviewed: September 9, 2017",10,Get a room WITHOUT breakfast included.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,22 Reviews
161,Prerana and Jay,United Kingdom,"Reviewed: September 7, 2017",10,This place is a city in itself.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 2 nights• Submitted from a mobile device,7 Reviews
162,Mordechay,United States of America,"Reviewed: September 5, 2017",5.0,Disappointed was a disaster!!!!!!,• Leisure trip• Solo traveler• Venetian Luxury Suite with a King Bed with 150 USD Resort Credit• Stayed 3 nights• Submitted from a mobile device,1 review
163,Galit,Israel,"Reviewed: August 26, 2017",8.8,luxury hotel and a very good location,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights,14 Reviews
164,Paul,United Kingdom,"Reviewed: August 25, 2017",7.5,Room was massive clean and nothing to fault.,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 1 night• Submitted from a mobile device,13 Reviews
165,Dwango,Ireland,"Reviewed: August 25, 2017",9.6,Ultra Luxurious property with plenty of bling,• Leisure trip• Family with young children• Venetian Luxury Suite with a King Bed• Stayed 1 night• Submitted from a mobile device,30 Reviews
166,Tracy,United Kingdom,"Reviewed: August 21, 2017",7.1,Nice but pricey,• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 1 night,4 Reviews
167,Sigalit,Israel,"Reviewed: August 18, 2017",5.0,It took hours to receive our luggage.,• Leisure trip• Family with young children• Venetian Bella View Suite with Two Queen Beds• Stayed 1 night• Submitted from a mobile device,4 Reviews
168,Anna,New Zealand,"Reviewed: August 14, 2017",8.8,Nice stay for honeymoon and a cool resort to walk around.,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 6 nights• Submitted from a mobile device,4 Reviews
169,Sean Sullivan,United Kingdom,"Reviewed: August 4, 2017",9.6,"Great location, great service and great rooms.",• Leisure trip• Group• Venetian Luxury View Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,9 Reviews
170,Roman,Canada,"Reviewed: July 30, 2017",9.2,A very good stay.,• Leisure trip• Couple• Venetian Bella View Suite with Two Queen Beds• Stayed 7 nights,2 Reviews
171,Paul,United Kingdom,"Reviewed: July 16, 2017",8.8,Disappointing Casino Staff,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,17 Reviews
172,Danielle,United Kingdom,"Reviewed: June 12, 2017",9.6,fab hotel,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 4 nights,1 review
173,Maryna,Ukraine,"Reviewed: June 3, 2017",9.2,Perfect for couples who like comfort,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,5 Reviews
174,Rebecca,Australia,"Reviewed: May 24, 2017",7.9,"Great location, big rooms, good service.",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,13 Reviews
175,Rebecca,United Kingdom,"Reviewed: May 14, 2017",8.8,"Massive hotel with so much to do, upgrade room to suite view...",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,14 Reviews
176,John,United Kingdom,"Reviewed: April 18, 2017",10,Enjoy the fabulous craziness of Las Vegas in luxury at the Venetian.,• Leisure trip• Family with young children• 2 rooms• Stayed 1 night• Submitted from a mobile device,7 Reviews
177,Maria,United Kingdom,"Reviewed: April 17, 2017",10,"I loved my trip to Vegas this time round, I'm not a...",• Leisure trip• Couple• Venetian Luxury View Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,1 review
178,Nathan,United Kingdom,"Reviewed: April 14, 2017",9.6,Stunning casino!,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,18 Reviews
179,Peter,United Kingdom,"Reviewed: April 10, 2017",7.5,Beautiful Hotel but massive!,• Leisure trip• Family with young children• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,8 Reviews
180,Elizabeth,United States Minor Outlying Islands,"Reviewed: April 8, 2017",10,Thank you for expert and professional service from your...,• Leisure trip• Family with young children• Venetian Bella View Suite with Two Queen Beds• Stayed 1 night• Submitted from a mobile device,6 Reviews
181,Mohammad.00,United Arab Emirates,"Reviewed: March 29, 2017",7.9,location,• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 6 nights,18 Reviews
182,Tegan,United States of America,"Reviewed: March 27, 2017",7.1,"The hotel was nice, and the bed was super comfortable.",• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 1 night,13 Reviews
183,Mark,Spain,"Reviewed: March 18, 2017",10,Suite is standard so you get double the room size compared...,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 5 nights• Submitted from a mobile device,9 Reviews
184,Casey,New Zealand,"Reviewed: March 15, 2017",7.1,"The hotel is classic, timeless and beautiful.",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
185,Rob,United States of America,"Reviewed: March 14, 2017",3.3,Sucks,• Business trip• Family with young children• Venetian Luxury View Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
186,Anonymous,United States of America,"Reviewed: March 7, 2017",9.6,SO friendly!,• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 3 nights,1 review
187,Thomas,Denmark,"Reviewed: March 7, 2017",4.6,Doesn't meet expectations,• Leisure trip• Family with young children• Venetian Luxury Suite with a King Bed• Stayed 1 night,30 Reviews
188,Todd,United States of America,"Reviewed: March 6, 2017",7.9,"On 3/4/27, We called security office when our car...",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights• Submitted from a mobile device,1 review
189,Donna,United States of America,"Reviewed: February 27, 2017",9.2,Awesome Hotel...beware no coffee pot in room. 45 min room service for a pot of coffee,• Leisure trip• Family with young children• Venetian Bella Suite with Two Queen Beds• Stayed 1 night,1 review
190,Olivia,United Kingdom,"Reviewed: February 27, 2017",10,Amazing hotel,• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 2 nights• Submitted from a mobile device,5 Reviews
191,Matthew,United Kingdom,"Reviewed: February 22, 2017",4.2,"No frills, Bellegio is better",• Leisure trip• Group• Venetian Luxury Suite with a King Bed• Stayed 4 nights• Submitted from a mobile device,3 Reviews
192,Gary,United States of America,"Reviewed: February 18, 2017",10,"If you want comfort in all areas of your stay, this is the place!!!!!!!!",• Leisure trip• Couple• Venetian Luxury Suite with a King Bed• Stayed 3 nights,2 Reviews
193,Peter,United Kingdom,"Reviewed: February 14, 2017",5.4,"Brilliant location and hotel building, poor staff and amenities.",• Leisure trip• Group• Venetian Bella Suite with Two Queen Beds• Stayed 3 nights,3 Reviews
194,Maria,Paraguay,"Reviewed: February 9, 2017",10,Would definitely come back!!,• Leisure trip• Solo traveler• Venetian Bella Suite with Two Queen Beds• Stayed 5 nights,9 Reviews
