,Overall_review,date,name,nationality,rating,review_times,tag
126,Ok but not the best value or the best hotel,"Reviewed: October 27, 2017",David,United Kingdom,8.3,24 Reviews,"• Leisure trip


• Couple


• Augustus Premium Room, King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
127,"Would certainly stay again, amazing hotel","Reviewed: October 27, 2017",Adam,United Kingdom,9.2,2 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
128,Ok,"Reviewed: October 23, 2017",Brad,Australia,7.5,1 review,"• Leisure trip


• Family with young children


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
129,We will most likely be back if we can find a better bed in the hotel,"Reviewed: October 22, 2017",Valerie,United States of America,7.5,2 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
130,"First trip to Vegas and have watched heaps of movie that was based at Caesar, but is a huge let down","Reviewed: October 21, 2017",Anonymous,Australia,4.6,1 review,"• Leisure trip


• Group


• 2 rooms


• Stayed 3 nights


• Submitted from a mobile device"
131,This accommodation was advertised with breakfast included...,"Reviewed: October 20, 2017",Abbeyp,United Kingdom,10,2 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
132,Ok stay but the staff and their lack of professionalism is evident.,"Reviewed: October 19, 2017",Anonymous,United States of America,6.3,2 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night"
133,Not worth the investment,"Reviewed: October 18, 2017",Anonymous,United Kingdom,6.3,65 Reviews,"• Leisure trip


• Group


• 2 rooms


• Stayed 2 nights"
134,Fantastic room - Jacuzzi bath!,"Reviewed: October 17, 2017",Frances,United Kingdom,9.6,14 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
135,Did Caesar live here? :)),"Reviewed: October 17, 2017",Anonymous,Bosnia and Herzegovina,7.9,4 Reviews,"• Leisure trip


• Family with young children


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
136,See above,"Reviewed: October 16, 2017",Thomas,United States of America,7.5,1 review,"• Leisure trip


• Group


• Forum Petite Suite, 1 King Bed, Non-Smoking


• Stayed 3 nights"
137,ON ARRIVAL THEY SAID THAT THE ROOM THAT WE HAD BOOKED WAS...,"Reviewed: October 16, 2017",Anonymous,South Africa,7.1,4 Reviews,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights"
138,Loved it! Can't wait to come back again!,"Reviewed: October 15, 2017",Noor,United States of America,9.6,2 Reviews,"• Leisure trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
139,"Overall a very enjoyable stay. Well located, staff very helpful and friendly, would not hesitate to","Reviewed: October 12, 2017",Anonymous,Australia,7.9,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights"
140,Awesome and busy location.,"Reviewed: October 10, 2017",Adebayo,United States of America,8.3,6 Reviews,"• Leisure trip


• Group


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
141,Bed was comfortable.,"Reviewed: October 9, 2017",James,United States of America,4.6,1 review,"• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
142,Love the Caesars Pools!,"Reviewed: October 9, 2017",Erin,United States of America,9.6,31 Reviews,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
143,dreadful because of smoking being allowed indoors.,"Reviewed: October 9, 2017",Neil,United Kingdom,4.6,1 review,"• Leisure trip


• Group


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 3 nights"
144,I really like the room very clean .,"Reviewed: October 7, 2017",Nancy,United States of America,6.7,1 review,"• Leisure trip


• Group


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights


• Submitted from a mobile device"
145,We rented a cabana the first day.,"Reviewed: October 6, 2017",Natasha,United States of America,9.2,7 Reviews,"• Business trip


• Couple


• Julius Deluxe Room, 1 King, Non-Smoking


• Stayed 3 nights"
146,"Great stay, great property, absolutely huge, at times overwhelming!","Reviewed: October 3, 2017",Frances,United States of America,10,3 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 2 nights"
147,"Great location, good rooms but needs more signs to navigate your way around as it is a very large pr","Reviewed: October 3, 2017",Anonymous,Australia,7.5,1 review,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 4 nights"
148,Was a pleasure,"Reviewed: October 2, 2017",Cecilia,United States of America,9.6,1 review,"• Leisure trip


• Family with young children


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
149,Fabulous Hotel... loved it.,"Reviewed: September 30, 2017",Julie,United Kingdom,10,6 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
150,"Bathroom, pools and view was absolutely gorgeous.","Reviewed: September 30, 2017",Dawid,Poland,9.2,3 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 2 nights"
151,"The room was great, the bed  was cozy.","Reviewed: September 29, 2017",Charles,United States of America,6.7,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights"
152,"Excellent staff, comfortable bed.","Reviewed: September 29, 2017",Wannakamon,Japan,9.6,12 Reviews,"• Business trip


• Solo traveler


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights"
153,If it weren't for the shows.. i won't stay there,"Reviewed: September 27, 2017",Abdulazeez,Kuwait,6.7,15 Reviews,"• Leisure trip


• Travelers with friends


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
154,Very comfortable beds with pillowtop mattresses.,"Reviewed: September 27, 2017",Svetlana,Netherlands,8.3,20 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
155,We choose to stay at Caesars because we planned go to Rod...,"Reviewed: September 27, 2017",Ronney,Brazil,7.9,27 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 3 nights"
156,"The rooms, the pool and location were great.","Reviewed: September 27, 2017",Kylie,Australia,9.2,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
157,Overall very nice other than smell,"Reviewed: September 26, 2017",Thomas,United States of America,6.3,1 review,"• Leisure trip


• Couple


• Palace Premium Studio Suite, 1 King, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
158,It was good.,"Reviewed: September 25, 2017",Jaime,Cook Islands,7.1,1 review,"• Leisure trip


• Family with young children


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 1 night"
159,Miserable,"Reviewed: September 25, 2017",Katie,United Kingdom,2.5,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
160,Disappointing,"Reviewed: September 25, 2017",Demi,United Kingdom,6.7,1 review,"• Leisure trip


• Group


• Augustus Strip View, 2 Queens, Non-Smoking


• Stayed 7 nights


• Submitted from a mobile device"
161,"luxury property , wouldn't stop there again everything...","Reviewed: September 24, 2017",Anonymous,United Kingdom,7.9,2 Reviews,"• Leisure trip


• Couple


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 5 nights"
162,A Booking.com con!! Clearly says breakfast included and only in the small print $10 mentioned,"Reviewed: September 24, 2017",Martin,United Kingdom,4.2,11 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights"
163,"Our room was in the OCTAVIUS TOWER, the view was spectacular...","Reviewed: September 22, 2017",Relyn,United States of America,8.3,1 review,"• Leisure trip


• Solo traveler


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 1 night"
164,"Highly recommended, will be returning.","Reviewed: September 22, 2017",Lindsay,United Kingdom,10,2 Reviews,"• Leisure trip


• Couple


• Augustus Strip View, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
165,Loved Cesars Palace and would recommend it. Another bucket list ticked off.,"Reviewed: September 22, 2017",Wendy,United Kingdom,7.5,1 review,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 7 nights


• Submitted from a mobile device"
166,It could have been Great.  Will Not recommend Caesar's to anyone going forward.  Also very Expensive,"Reviewed: September 21, 2017",Jed,United States of America,5.8,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
167,"We all had a wonderful time, the wedding was out of this world, we ate in lovely restaurants and saw","Reviewed: September 21, 2017",Margaret,United Kingdom,10,1 review,"• Family with young children


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 7 nights"
168,The pool is amazing.,"Reviewed: September 21, 2017",Hilary,United Kingdom,8.8,4 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
169,Security and staff were really good when we had some of our...,"Reviewed: September 19, 2017",Anonymous,United Kingdom,9.6,2 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 4 nights"
170,"Cleaniness and tidiness are a must, the extra services expected to be part of deal are to be paid","Reviewed: September 19, 2017",Fred,France,7.1,1 review,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 2 nights"
171,Location.,"Reviewed: September 18, 2017",Janet,United Kingdom,7.5,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 4 nights"
172,Did not meet our expectations.,"Reviewed: September 18, 2017",Dafna,Israel,7.5,3 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 4 nights


• Submitted from a mobile device"
173,False advertising and hidden costs accompanied by very pool customer service.,"Reviewed: September 16, 2017",Joel,United Kingdom,4.6,2 Reviews,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 6 nights"
174,Rubbish,"Reviewed: September 14, 2017",Synthia,United Kingdom,3.3,1 review,"• Leisure trip


• Group


• Octavius Premium Room, 2 Queens, Non-Smoking


• Stayed 1 night


• Submitted from a mobile device"
175,"Comfortable, unexpected upgrade and very helpful staff at concierge desk.","Reviewed: September 13, 2017",Karen,Australia,9.6,3 Reviews,"• Leisure trip


• Family with young children


• Forum Classic, 2 Queen Beds, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
176,I don't think I would stay there again,"Reviewed: September 13, 2017",Flora,United States of America,7.5,3 Reviews,"• Leisure trip


• Group


• Palace Premium Room, 2 Queen Beds, Non-Smoking


• Stayed 6 nights"
177,"Great pool & location, bad wi-fi, ""breakfast included""- read fine print","Reviewed: September 12, 2017",Glitzz,Canada,7.5,7 Reviews,"• Leisure trip


• Group


• Julius Deluxe Room, 2 Queens, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
178,We liked the room.,"Reviewed: September 11, 2017",Oldboy,United Kingdom,7.5,2 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
179,I expected more,"Reviewed: September 11, 2017",Anonymous,Italy,7.1,8 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
180,Impersonal hotel at an overpriced shopping mall,"Reviewed: September 11, 2017",Jan,Switzerland,3.8,5 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights


• Submitted from a mobile device"
181,Caesar for a day!,"Reviewed: September 10, 2017",Bartomeu,Spain,9.6,5 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
182,"Amazing hotel, not the cheapest but good value considering the high standards !","Reviewed: September 10, 2017",Andrew,United Kingdom,10,3 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 5 nights"
183,Awesome place but Don't come on a budget,"Reviewed: September 9, 2017",Cody,New Zealand,8.3,5 Reviews,"• Leisure trip


• Couple


• Octavius Premium Room, 1 King, Non-Smoking


• Stayed 3 nights


• Submitted from a mobile device"
184,Overall a good hotel with lots of facilities (focus on gambling of course),"Reviewed: September 8, 2017",Jo,United Kingdom,8.3,10 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 2 nights"
185,i stayed one night and thats all i can take with all the cigarette smoke circling around me...,"Reviewed: September 7, 2017",Eduardo,Canada,5.0,4 Reviews,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
186,We would love to come back and stay with you. Enjoyed the Rod Stewart show. .,"Reviewed: September 7, 2017",Donna,United States of America,9.6,1 review,"• Leisure trip


• Couple


• Forum Classic, 1 King Bed, Non-Smoking


• Stayed 1 night"
