,Name,Nationality,Date,Score,Topic,Tags,History reviews
620,Saad,United States of America,"Reviewed: June 6, 2016",8.8,The size of the room.,• Leisure trip• Group• Resort Double Deluxe• Stayed 1 night• Submitted from a mobile device,1 review
621,Sabine,United States of America,"Reviewed: June 3, 2016",10,I was very busy at my conference and didn't have time to...,• Business trip• Solo traveler• Deluxe Resort King• Stayed 3 nights,1 review
622,Anthony,United Kingdom,"Reviewed: June 3, 2016",10,"The staff were exceptional: well-trained, friendly and...",• Leisure trip• Couple• Panoramic View Deluxe• Stayed 5 nights• Submitted from a mobile device,3 Reviews
623,Cynthia,United States of America,"Reviewed: June 3, 2016",10,Lavish,• Leisure trip• Solo traveler• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,1 review
624,JBMEX,Mexico,"Reviewed: June 3, 2016",9.6,Big rooms,• Leisure trip• Couple• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,14 Reviews
625,Alan,United Kingdom,"Reviewed: June 2, 2016",9.2,The Wynn again,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,23 Reviews
626,Philip,United Kingdom,"Reviewed: June 2, 2016",10,Staff at pool remind belongings,• Leisure trip• Couple• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,3 Reviews
627,Anonymous,United Kingdom,"Reviewed: June 2, 2016",10,very comfortable,• Business trip• Solo traveler• Deluxe Resort King• Stayed 4 nights,8 Reviews
628,Siii,Turkey,"Reviewed: May 29, 2016",10,Best place to stay in Vegas,• Leisure trip• Couple• Tower Room• Stayed 4 nights• Submitted from a mobile device,14 Reviews
629,Nawaf,United States of America,"Reviewed: May 29, 2016",10,everything was great,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night,2 Reviews
630,Kevin,United States of America,"Reviewed: May 25, 2016",7.9,Pool- it all what we got!,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights,10 Reviews
631,Anonymous,United States of America,"Reviewed: May 22, 2016",9.2,The rooms are generous and beautifully decorated.,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,3 Reviews
632,John,United States of America,"Reviewed: May 21, 2016",9.6,Service was very slow in all of the restaurants.,• Business trip• Solo traveler• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,1 review
633,Lital,Israel,"Reviewed: May 12, 2016",10,You will not regret.  Book it now.,• Leisure trip• Group• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,6 Reviews
634,Najaf,United Arab Emirates,"Reviewed: May 12, 2016",9.6,One of the best property in Vegas.,• Business trip• Solo traveler• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,20 Reviews
635,ALaz0zy,Saudi Arabia,"Reviewed: May 10, 2016",10,EVREYTHING,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,9 Reviews
636,David,United States of America,"Reviewed: May 10, 2016",10,no coffee maker in room,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights,1 review
637,Rafael,United States of America,"Reviewed: May 8, 2016",9.6,Muy complacido,• Business trip• Solo traveler• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,1 review
638,KralIbo,Qatar,"Reviewed: May 8, 2016",9.2,Great value for money,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights,21 Reviews
639,Hayley,United Kingdom,"Reviewed: May 7, 2016",9.6,"Would highly recommend upgrading to the Tower Suites, the...",• Leisure trip• Couple• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,1 review
640,Edgar,United States of America,"Reviewed: May 3, 2016",9.6,Great resort very convenient beside the resort offer anything,• Leisure trip• Family with young children• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,1 review
641,Kristian,United Kingdom,"Reviewed: May 3, 2016",9.2,Comfort and style,• Leisure trip• Couple• Deluxe Resort King• Stayed 3 nights,17 Reviews
642,Juan,Argentina,"Reviewed: May 1, 2016",10,Un gran lugar para descansar y divertirse,• Leisure trip• Couple• Deluxe Resort King• Stayed 4 nights• Submitted from a mobile device,1 review
643,Khalid885,Qatar,"Reviewed: April 24, 2016",10,Best Hotel In Vegas,• Leisure trip• Group• Deluxe Resort King• Stayed 6 nights,46 Reviews
644,MikeWright84,United Kingdom,"Reviewed: April 22, 2016",10,Perfect way to celebrate my wife's 30th birthday,• Leisure trip• Couple• Panoramic View Deluxe• Stayed 4 nights• Submitted from a mobile device,2 Reviews
645,Michael,United States of America,"Reviewed: April 22, 2016",9.6,Wynn is a great hotel!,• Business trip• Couple• Deluxe Resort King• Stayed 4 nights,2 Reviews
646,Hayden,United States of America,"Reviewed: April 21, 2016",9.6,Man Stays At Wynn; Satisfied,• Leisure trip• Solo traveler• Deluxe Resort King• Stayed 1 night,1 review
647,Robert,United States of America,"Reviewed: April 19, 2016",9.2,Great time,• Business trip• Solo traveler• Deluxe Resort King• Stayed 2 nights,1 review
648,Miguel,United States of America,"Reviewed: April 19, 2016",9.6,The cleanliness of the room and view were amazing.,• Leisure trip• Couple• Deluxe Resort King• Stayed 1 night• Submitted from a mobile device,1 review
649,Cain,United States of America,"Reviewed: April 16, 2016",10,Delightful,• Leisure trip• Group• Panoramic View Double Deluxe• Stayed 1 night• Submitted from a mobile device,2 Reviews
650,Ahmed,Bahrain,"Reviewed: April 13, 2016",10,"Don't go to any where else, this is the right place",• Leisure trip• Couple• Tower Room• Stayed 4 nights• Submitted from a mobile device,4 Reviews
651,Heather,United Kingdom,"Reviewed: April 11, 2016",10,Everything!,• Leisure trip• Couple• Deluxe Resort King• Stayed 2 nights,5 Reviews
652,Begum,Italy,"Reviewed: April 6, 2016",10,"Ambience, has the best club",• Leisure trip• Travelers with friends• Deluxe Resort King• Stayed 2 nights• Submitted from a mobile device,18 Reviews
653,Abdulla,United Arab Emirates,"Reviewed: April 5, 2016",10,No network connection available  except the paid wifi,• Leisure trip• Couple• Panoramic View Deluxe• Stayed 7 nights• Submitted from a mobile device,6 Reviews
654,Sherif,United States of America,"Reviewed: April 5, 2016",10,Great experience that we'd like to repeat.,• Leisure trip• Family with young children• Deluxe Resort King• Stayed 1 night,5 Reviews
655,Akile,United Kingdom,"Reviewed: April 3, 2016",10,Due to oxygen being pumped into the rooms not being able to...,• Leisure trip• Group• Resort Double Deluxe• Stayed 5 nights• Submitted from a mobile device,1 review
656,Samantha,Indonesia,"Reviewed: April 1, 2016",10,Great hotel and facilities,• Leisure trip• Group• Deluxe Resort King• Stayed 3 nights• Submitted from a mobile device,4 Reviews
657,Ruel,United States of America,"Reviewed: March 31, 2016",9.2,great location,• Business trip• Solo traveler• Deluxe Resort King• Stayed 2 nights,1 review
