,0
604,The young teenagers were a bit noisy do not come over at weekends . the walls being a bit thin between the rooms allows the noise from the party next door to penetrate through.
605,All good but as sooooo vast it's very easy to lose your bearings....... Umbrellas needed by pool area with sun beds-gets very hot and NO shade!
606,"Noisy people at all times of night.
Don't touch anything in mini bar as you will get charged as if you have used the items, works on censors"
607,I got reservations for Venetian not palazzo and they charge for wifi.... We also found toys and a paper air plane when we walked in the room and a left cup full of milk in the fridge
608,Wifi was slow
609,"First of all we didn't know that the hotel has some very attractive poker room rates, if you play more than 6 hrs/ night you stay. My husband played and he found out from the dealer at the poker room.
Then the bad news was that the room rate was only available if the room was booked directly with the hotel, not via a third party, i.e. via booking.com. That was really disappointing. So next time I think we will book directly with the hotel."
610,The security looks at your face and decides if they wanna see your room key or not before letting you into the residence tower. I need not elaborate about which type of faces they ask for the key.
611,I didn't like how after paying all that money there was no fridge or coffee maker.
612,Only thing when I took a bath and drained the tub I wanted to shower but the drained backed up some from the tub.
613,Paid extra to upgrade to a view of the strip but we were right on the bend of the strip so didn't really get a view to speak of. Also charged an extra $5 for something out of the minibar but we didn't have anything from the minibar.
614,"Pool was very busy, almost impossible to get a chair past 10am, unless you pay the staff to kick others off them. Breakfast buffet was over rated for the price and selection. The bath tub and shower stall backed up brining stinky mess into bathroom- room was upgraded but still a hassle."
615,"There was nothing we didn't like, everything was perfect.  Tea/coffee facilities in the rooms would have been greatly appreciated just for that first morning cuppa."
616,"- given the high room prices I'd have expected, that a bottle of water is included in the price, but it wasn't
- due to the size of the hotel, it feld a little bit anonymous"
617,"Front desk staff rude and snobby! Had to call housekeeping on arrival as bins not emptied, ball of hair in shower and bar snacks opened and not replaced. 2 of us celebrating our 50th, one during our stay. A request for anything complimentary was flatly turned down. A glass of wine or slice of cake would have been appreciated.  Will try the Bellagio next year."
618,Dirty counter on mini bar. Otherwise not much I didn't like.
