,pos_review
1606,  Mimi was wonderful--could not do enough for us--just  lovely!
1607,Breathtaking
1608,"Great food, hotel itself very nice and great location!"
1609,"Excellent, clean and large"
1610,"The view from the 30th floor, awesome! The spa was a great experience and liked that we were close to great food."
1611,The awesome room and view! The staff were friendly and helpful.
1612,The room was big
1613,The food!
1614,Little coffee shop insidelocationquality of rooms
1615,"Pools, great location on the strip."
1616,Everything!  Made us feel like we were in Italy again!
1617,The room.
1618,Good location - over-the-top fun to see
1619,Nice hotel！
1620,Beautiful room. Beautiful hotel. Excellent shopping and restaurants. Very clean and quiet.
1621,The cleanses
1622,room sizes were good.
1623,Restaurantes y bar Tao
1624,Fantastic location.....great place to holiday
1625,Fancy Casino and shopping area
1626,Everything
1627,Add some shows and buffet within the hotel
1628,Suite room. Services. Great stay.
1629,Everything... It was suite so it was very roomy for everyone and the view we had was amazing. I had to pay a little more but it was worth it.
1630,Everything was great about that hotel and I would definitely go back and stay there!
1631,I was there more times. Just return!
1632,Excellent spacious rooms
1633,Staff was all very nice and helpful and hotel was beautiful
1634,"Very nice, Very clean, good location, wow"
1635,classic hotel still looking brand new and fab
1636,Excellent facilities
1637,Bed was wonderful.
1638,Staff were excellent and polite.
1639,Room service was prompt ...Beds very comfortable.
1640,Beautiful room
1641,Room was so nice.
1642,The rooms are extremely comfortable
1643,All the food we'd unbelievably tasty and the bed was like sleeping in a cloud!
1644,I loved the beautiful bathroom and comfy bed!
1645,View and room arrangement.
1646,"Last minute booking, excellent value for money."
1647,We loved everything. Beautiful hotel with great facilities
1648,The restaurants
1649,Staff was very friendly and helpful when needed.  Room was very clean and we had awesome views.
1650,Everything
1651,Everything was top
1652,"Beds were super comfortable, room had a great view over the golf course"
1653,"One of the best hotel in Strip
Rooms are great"
1654,Fantastic room and great location
1655,WOW everything!! Going again asap
1656,Beautiful public areas and very large standard bedroom suite
1657,the pillows were extraordinarily soft.
1658,The suite was decadent. And all of the staff were happy to see us and help us with anything we needed
1659,"Very nice room, very clean"
1660,so many fun things to do!
1661,"Everything was excellent, The rooms are very big"
1662,Room was large
1663,We stayed in the Mirage before - what a difference!
1664,Location
1665,Spacious room
1666,Everything
1667,The room was the cleanest of the three superior hotels we stayed in while in Las Vegas.
1668,Room
1669,"Komfortable Suite, exzellente Restaurants"
1670,Everything
1671,This hotel is central. Very clean and one of the best on strip.
1672,The Venetian is everything u want in a hotel and then more. It took my breath away.
1673,great hotel. warm recomendation
1674,The gym had excellent machines!
1675,Best hotel in Las Vegas by far! Fantastic stay and highly recommended.
1676,Best hotel in Las Vegas by far! Fantastic stay and highly recommended.
1677,Loved our beautiful room!!
1678,"location, clean and comfortable"
1679,"The large rooms, perfect service and wonderfull bed"
1680,"Kayla at check in was lovely, so kind and accommodating. She made us feel so welcome"
1681,The suites are very large.  The beds are comfortable.  It is quiet in the rooms
1682,"Oracle de huevos...me amore senior bond, Jlonde 86 el Reverso"
1683,The room was elegantWe shall stay again and will be our 5th time.
1684,Location
1685,Everything
1686,The hotel's design and facilities.
1687,Everything
1688,Cozy bed. And pool was super.
1689,"Room was comfortable, hotel facilities are amazing"
1690,Love the rooms!
1691,Nice sized rooms
1692,"The room is just amazing! The price is really incredible also, considering it's one of the best hotels in Vegas."
1693,Everything is good
1694,Very spacious and comfortable.
1695,The hotel had everything under 1 roof
1696,Comfortable bed.  Nicely decorated room.  Good location.
1697,Had the absolute best customer service! So happy I stayed here!
1698,Good location with good amenitities. Comfy beds and pillows
1699,Excellent food. No reason to leave the property
1700,location and facilities
1701,"The bed was really comfortable, the room was luxurious and spacious. The hotel is in a great location and has lots of restaurants to choose from."
1702,Size of the roomCleanness LocationRestaurants
1703,"great hotel, location"
1704,Luxury suite with comfortable and tasteful furnishings.  2 TVs and plenty of space.   Huge bathroom.
1705,Location
1706,Beautiful all the way
1707,"No coffee pot in the room, there's very little hot water for the shower, toilet clogged."
1708,"Beautiful resort, beautiful room, comfy bed."
1709,"I enjoyed the scenery, the staff was great and the food was delicious!"
1710,My room was absolutely beautiful.
1711,"the front desk clerk was super helpful, our room was remarkable"
1712,Great hotel every thing just fine
1713,"great room, bed and bathrobes"
1714,Room was gorgeous! Very spacious. Layout made it look even fancier. Rooms are soundproofed well. Hope to stay here again!
1715,Definitely one of the best hotel casino's on the strip. It is beautifully designed and has everything you need in the one resort.
1716,Very comfortable beds. Lots of eating and shopping options in the hotel. Very clean and fancy.
1717,The location is good.
1718,"Pretty much everything was excellent. The extra space in the rooms were ideal for a guy 6ft 6'. Bed was extremely comfortable.We only had the one night at the hotel........but next time would definitely change that. My wife loved the pool area, and the many different options for dinner......which were all first rate!"
1719,Great rooms
1720,"Very friendly and competent checkin staff,Gorgeous room with very comfortable bedsHousekeeping maintained the room beautifully and always left iced water which was really really appreciated"
1721,"Everything. With plenty of high quality hotels to choose from in Las Vegas, you expect high standards and after staying at The Venetian, we couldn't fault a thing. Simply brilliant."
1722,The architecture of the hotel is wonderful. This was actually the reason I chose the hotel. Rooms are spacious and the bed very comfortable. I liked that the toilet is separated with a door from the rest of the bath.
1723,The grandest thing I have ever seen.
1724,"I liked the huge room. Every room had two tvs, a living room part, working desk. And soft beds."
1725,Room amenities
1726,Bed was comfortable.
1727,Very nice rooms
1728,Excellent hotel with beautiful decor to transport you to Venice. Really enjoyed our stay.  The bedroom was very large and spacious and had a wonderful comfy bed.
1729,The rooms are spacious and clean.  Nice bathroom.
1730,Comfortable beds
1731,"The rooms were nice and clean, and easy access. I enjoyed the variety of gaming, the poker room was great. The staff was friendly."
1732,The bed was amazing! The room was beautiful and spacious - ended up staying and playing at the other size (The Palazzo) as well. Would highly recommend this hotel!
1733,Very comfortable bed and room amenities
1734,"Excellent location. Beautiful hotel,pure luxury and the price I got with Booking.com was super value. Left a pair of trainers behind and when I rang them they were able to hold them for me to collect at the end of my visit and my return to Las Vegas."
1735,"The room was very impressive, and very well kept. The service within the hotel was excellent and although it is a very large hotel that was always busy no matter what time of day it was, you never had to wait long for anything. The restaurants in the hotel were great and there was a good atmosphere in the casino. The swimming pool and jacuzzi in the Valenzia was lovely!"
1736,The bed it was awesome also the size of the bathroom was huge actually our room in general was big.The staff were all very helpful cleaners were really good too done a great job every day.
