,neg_review
157,The players club staff were the only downfall to the Venetian.
158,"Rooms smelt of smoke, staff were unfriendly, very few complimentary items in the room i.e. no kettle or coffee.  Felt very sparse for 5* hotel."
159,"Everything was perfect. We had some noisy neighbors and the moved us to another suite, so there was no problem at all."
160,The prices for the wet bar in the room! I think those prices were outrageous.
161,"We found the weight-sensitive charging of items from the minibar (used or not) quite distasteful and we were too scared to go anywhere near it. Directions from the lobby to the lifts were not clear. After flying from London and checking in at 1:30am, housekeeping woke us up by entering our room at 9:00am."
162,"No coffee maker in the room, and most hotels have free bottle of water every day. Not much staff walking around if you have questions, so you have to go to check in area to find personnel.  Casino staff had no idea where things were"
163,Hated the shower - awful water pressure and shower heads - NO vent fan in toilet room ( this is just gross ) linens we not enough .. I think they leave limited so you need to call for more and would have to tip more often .. It is all set up for you to pay more and more ..
164,Generally expensive but it was New Year's Eve. Had to complain about the worn out room in the Venetian Tower before they moved us to the Pallazzo Tower. Long queues during check-in.
165,Room service took  2.5 hours on a Thursday morning for 2 meals.Ordered only drinks on Friday morning took over an hour to deliver a glass of oj and coffee.Had our driver take us cracker barrel @ 8 miles away and had the meal and returned in the same amount of time.We come to LV @ once a month and stay a quite a few different properties.Venetian was a top choice...We will never stay here again.
166,"The resort fee is annoying because you don't expect it, why not just tell us the full price, or charge for additional amenities"
167," we didn't use the pool etc why pay for it? It's irrelevant but also disappointing that Sheldon Adelson owns these hotels and as such right wing hate is supported by the hotel, but he owns pretty much half the strip so kind of hard to avoid him!It gets crowded at times because the hotel is such a sight to see."
168,"Charged me twice for my stay ($4,000) causing my bank account to be frozen for over a week. Denied having done so. Completely destroyed any good things I'd have had to say. Outrageous behaviour."
169,"Had to walk a quarter of a mile from front desk to room each time, fridge was packed with hotel items could not use it for yourself, absolutely no view as a A/C unit was outside the window."
170,The purchase of postage stamps was so difficult that I went to Walgreens to purchase them.  The front desk should be able to supply this service and know how much it costs to mail a postcard to another country.
