,Name,Nationality,Date,Score,Topic,Tags,History reviews,
131,Maria,Australia,"Reviewed: November 1, 2017",9.6,The most Amazing place!!,"??Leisure trip??Family with young children??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,
132,Stephanie,South Africa,"Reviewed: October 30, 2017",6.3,Don't stay here. Just don't.,"??Leisure trip??Couple??Augustus Strip View, 1 King, Non-Smoking??Stayed 1 night??Submitted from a mobile device",4 Reviews,
133,Jonathan,United Kingdom,"Reviewed: October 30, 2017",8.8,Not clear how or where to get breakfast if it is included in...,"??Leisure trip??Solo traveler??Octavius Premium Room, 1 King, Non-Smoking??Stayed 2 nights",4 Reviews,
134,Marie,United States of America,"Reviewed: October 30, 2017",9.6,the palace tower renovation was very nice.,"??Leisure trip??Family with young children??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 2 nights",1 review,
135,Anonymous,United Kingdom,"Reviewed: October 29, 2017",9.2,Excellent but Expensive !,"??Leisure trip??Couple??Augustus Strip View, 1 King, Non-Smoking??Stayed 6 nights??Submitted from a mobile device",11 Reviews,
136,Karen,Panama,"Reviewed: October 29, 2017",10,"Perfect location at strip, magnificent antique hotel.","??Leisure trip??Family with young children??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights??Submitted from a mobile device",12 Reviews,
137,Patrick,Canada,"Reviewed: October 27, 2017",7.1,Took in a couple great shows at the Coliseum. (not Celine),"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 5 nights",1 review,
138,David,United Kingdom,"Reviewed: October 27, 2017",8.3,Ok but not the best value or the best hotel,"??Leisure trip??Couple??Augustus Premium Room, King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",24 Reviews,
139,Adam,United Kingdom,"Reviewed: October 27, 2017",9.2,"Would certainly stay again, amazing hotel","??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",2 Reviews,
140,Brad,Australia,"Reviewed: October 23, 2017",7.5,Ok,"??Leisure trip??Family with young children??Augustus Strip View, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,
141,Valerie,United States of America,"Reviewed: October 22, 2017",7.5,We will most likely be back if we can find a better bed in the hotel,"??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",2 Reviews,
142,Anonymous,Australia,"Reviewed: October 21, 2017",4.6,"First trip to Vegas and have watched heaps of movie that was based at Caesar, but is a huge let down",??Leisure trip??Group??2 rooms??Stayed 3 nights??Submitted from a mobile device,1 review,
143,Abbeyp,United Kingdom,"Reviewed: October 20, 2017",10,This accommodation was advertised with breakfast included...,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",2 Reviews,
144,Anonymous,United States of America,"Reviewed: October 19, 2017",6.3,Ok stay but the staff and their lack of professionalism is evident.,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 1 night",2 Reviews,
145,Anonymous,United Kingdom,"Reviewed: October 18, 2017",6.3,Not worth the investment,??Leisure trip??Group??2 rooms??Stayed 2 nights,65 Reviews,
146,Frances,United Kingdom,"Reviewed: October 17, 2017",9.6,Fantastic room - Jacuzzi bath!,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",14 Reviews,
147,Anonymous,Bosnia and Herzegovina,"Reviewed: October 17, 2017",7.9,Did Caesar live here? :)),"??Leisure trip??Family with young children??Octavius Premium Room, 1 King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",4 Reviews,
148,Thomas,United States of America,"Reviewed: October 16, 2017",7.5,See above,"??Leisure trip??Group??Forum Petite Suite, 1 King Bed, Non-Smoking??Stayed 3 nights",1 review,
149,Anonymous,South Africa,"Reviewed: October 16, 2017",7.1,ON ARRIVAL THEY SAID THAT THE ROOM THAT WE HAD BOOKED WAS...,"??Leisure trip??Group??Forum Classic, 1 King Bed, Non-Smoking??Stayed 3 nights",4 Reviews,
150,Noor,United States of America,"Reviewed: October 15, 2017",9.6,Loved it! Can't wait to come back again!,"??Leisure trip??Group??Palace Premium Room, 2 Queen Beds, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",2 Reviews,
151,Anonymous,Australia,"Reviewed: October 12, 2017",7.9,"Overall a very enjoyable stay. Well located, staff very helpful and friendly, would not hesitate to","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights",3 Reviews,
152,Adebayo,United States of America,"Reviewed: October 10, 2017",8.3,Awesome and busy location.,"??Leisure trip??Group??Palace Premium Studio Suite, 1 King, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",6 Reviews,
153,James,United States of America,"Reviewed: October 9, 2017",4.6,Bed was comfortable.,"??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",1 review,
154,Erin,United States of America,"Reviewed: October 9, 2017",9.6,Love the Caesars Pools!,"??Leisure trip??Group??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",31 Reviews,
155,Neil,United Kingdom,"Reviewed: October 9, 2017",4.6,dreadful because of smoking being allowed indoors.,"??Leisure trip??Group??Palace Premium Studio Suite, 1 King, Non-Smoking??Stayed 3 nights",1 review,
156,Nancy,United States of America,"Reviewed: October 7, 2017",6.7,I really like the room very clean .,"??Leisure trip??Group??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights??Submitted from a mobile device",1 review,
157,Natasha,United States of America,"Reviewed: October 6, 2017",9.2,We rented a cabana the first day.,"??Business trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 3 nights",7 Reviews,
158,Frances,United States of America,"Reviewed: October 3, 2017",10,"Great stay, great property, absolutely huge, at times overwhelming!","??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 2 nights",4 Reviews,
159,Anonymous,Australia,"Reviewed: October 3, 2017",7.5,"Great location, good rooms but needs more signs to navigate your way around as it is a very large pr","??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 4 nights",1 review,
160,Cecilia,United States of America,"Reviewed: October 2, 2017",9.6,Was a pleasure ,"??Leisure trip??Family with young children??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,
161,Julie,United Kingdom,"Reviewed: September 30, 2017",10,Fabulous Hotel... loved it.,"??Leisure trip??Family with young children??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",6 Reviews,
162,Dawid,Poland,"Reviewed: September 30, 2017",9.2,"Bathroom, pools and view was absolutely gorgeous.","??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 2 nights",3 Reviews,
163,Charles,United States of America,"Reviewed: September 29, 2017",6.7,"The room was great, the bed  was cozy.","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights",1 review,
164,Wannakamon,Japan,"Reviewed: September 29, 2017",9.6,"Excellent staff, comfortable bed.","??Business trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights",12 Reviews,
165,Abdulazeez,Kuwait,"Reviewed: September 27, 2017",6.7,If it weren't for the shows.. i won't stay there ,"??Leisure trip??Travelers with friends??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 1 night??Submitted from a mobile device",15 Reviews,
166,Svetlana,Netherlands,"Reviewed: September 27, 2017",8.3,Very comfortable beds with pillowtop mattresses.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",20 Reviews,
167,Ronney,Brazil,"Reviewed: September 27, 2017",7.9,We choose to stay at Caesars because we planned go to Rod...,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 3 nights",27 Reviews,
168,Kylie,Australia,"Reviewed: September 27, 2017",9.2,"The rooms, the pool and location were great.","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",1 review,
169,Thomas,United States of America,"Reviewed: September 26, 2017",6.3,Overall very nice other than smell,"??Leisure trip??Couple??Palace Premium Studio Suite, 1 King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,
170,Jaime,Cook Islands,"Reviewed: September 25, 2017",7.1,It was good.,"??Leisure trip??Family with young children??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 1 night",1 review,
171,Katie,United Kingdom,"Reviewed: September 25, 2017",2.5,Miserable,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",2 Reviews,
172,Demi,United Kingdom,"Reviewed: September 25, 2017",6.7,Disappointing,"??Leisure trip??Group??Augustus Strip View, 2 Queens, Non-Smoking??Stayed 7 nights??Submitted from a mobile device",1 review,
173,Anonymous,United Kingdom,"Reviewed: September 24, 2017",7.9,"luxury property , wouldn't stop there again everything...","??Leisure trip??Couple??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 5 nights",2 Reviews,
174,Martin,United Kingdom,"Reviewed: September 24, 2017",4.2,A Booking.com con!! Clearly says breakfast included and only in the small print $10 mentioned,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights",11 Reviews,
175,Relyn,United States of America,"Reviewed: September 22, 2017",8.3,"Our room was in the OCTAVIUS TOWER, the view was spectacular...","??Leisure trip??Solo traveler??Octavius Premium Room, 1 King, Non-Smoking??Stayed 1 night",1 review,
176,Lindsay,United Kingdom,"Reviewed: September 22, 2017",10,"Highly recommended, will be returning.","??Leisure trip??Couple??Augustus Strip View, 1 King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",2 Reviews,
177,Wendy,United Kingdom,"Reviewed: September 22, 2017",7.5,Loved Cesars Palace and would recommend it. Another bucket list ticked off.,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 7 nights??Submitted from a mobile device",1 review,
178,Jed,United States of America,"Reviewed: September 21, 2017",5.8,It could have been Great.  Will Not recommend Caesar's to anyone going forward.  Also very Expensive,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",1 review,
179,Margaret,United Kingdom,"Reviewed: September 21, 2017",10,"We all had a wonderful time, the wedding was out of this world, we ate in lovely restaurants and saw","??Family with young children??Forum Classic, 1 King Bed, Non-Smoking??Stayed 7 nights",1 review,
180,Hilary,United Kingdom,"Reviewed: September 21, 2017",8.8,The pool is amazing.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",4 Reviews,
181,Anonymous,United Kingdom,"Reviewed: September 19, 2017",9.6,Security and staff were really good when we had some of our...,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 4 nights",2 Reviews,
182,Fred,France,"Reviewed: September 19, 2017",7.1,"Cleaniness and tidiness are a must, the extra services expected to be part of deal are to be paid","??Leisure trip??Group??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 2 nights",1 review,
183,Janet,United Kingdom,"Reviewed: September 18, 2017",7.5,Location.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights",3 Reviews,
184,Dafna,Israel,"Reviewed: September 18, 2017",7.5,Did not meet our expectations. ,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",3 Reviews,
185,Joel,United Kingdom,"Reviewed: September 16, 2017",4.6,False advertising and hidden costs accompanied by very pool customer service.,"??Leisure trip??Group??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 6 nights",2 Reviews,
186,Synthia,United Kingdom,"Reviewed: September 14, 2017",3.3,Rubbish,"??Leisure trip??Group??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,
187,Karen,Australia,"Reviewed: September 13, 2017",9.6,"Comfortable, unexpected upgrade and very helpful staff at concierge desk.","??Leisure trip??Family with young children??Forum Classic, 2 Queen Beds, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",3 Reviews,
188,Flora,United States of America,"Reviewed: September 13, 2017",7.5,I don't think I would stay there again,"??Leisure trip??Group??Palace Premium Room, 2 Queen Beds, Non-Smoking??Stayed 6 nights",3 Reviews,
189,Glitzz,Canada,"Reviewed: September 12, 2017",7.5,"Great pool & location, bad wi-fi, ""breakfast included""- read fine print","??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",7 Reviews,
190,Oldboy,United Kingdom,"Reviewed: September 11, 2017",7.5,We liked the room.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",2 Reviews,
191,Anonymous,Italy,"Reviewed: September 11, 2017",7.1,I expected more,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",8 Reviews,
192,Jan,Switzerland,"Reviewed: September 11, 2017",3.8,Impersonal hotel at an overpriced shopping mall,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",5 Reviews,
193,Bartomeu,Spain,"Reviewed: September 10, 2017",9.6,Caesar for a day!,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",5 Reviews,
194,Andrew,United Kingdom,"Reviewed: September 10, 2017",10,"Amazing hotel, not the cheapest but good value considering the high standards !","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights",3 Reviews,
195,Cody,New Zealand,"Reviewed: September 9, 2017",8.3,Awesome place but Don't come on a budget,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",5 Reviews,
196,Jo,United Kingdom,"Reviewed: September 8, 2017",8.3,Overall a good hotel with lots of facilities (focus on gambling of course),"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",10 Reviews,
197,Eduardo,Canada,"Reviewed: September 7, 2017",5,i stayed one night and thats all i can take with all the cigarette smoke circling around me...,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",4 Reviews,
198,Donna,United States of America,"Reviewed: September 7, 2017",9.6,We would love to come back and stay with you. Enjoyed the Rod Stewart show. .,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",1 review,
199,Anonymous,United States of America,"Reviewed: September 6, 2017",9.6,"No doubt will book the Palace Tower every time for its location, newer & beautiful rooms!","??Leisure trip??Group??Palace Premium Room, 1 King Bed, Non-Smoking??Stayed 5 nights",1 review,
200,Anonymous,Australia,"Reviewed: September 6, 2017",8.3,Amazing hotel and the rooms are spacious and modern.,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 2 nights",10 Reviews,
201,Christina,United Kingdom,"Reviewed: September 5, 2017",7.9,Great hotel but some areas need imrovements,"??Leisure trip??Group??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",3 Reviews,
202,L?szl?,Hungary,"Reviewed: September 5, 2017",8.3,"swimming pool area, express check in service ,kind staff,...","??Leisure trip??Family with young children??Augustus Premium Room, King, Non-Smoking??Stayed 3 nights",19 Reviews,
