,Name,Nationality,Date,Score,Topic,Tags,History reviews,latitude,longitude
118,Edward,United States of America,"Reviewed: November 21, 2017",9.6,Enjoyed the saty.,"??Leisure trip??Couple??Forum Classic, 2 Queen Beds, Non-Smoking??Stayed 2 nights",1 review,37.09024,-95.712891
119,Wes,United States of America,"Reviewed: November 19, 2017",7.1,Over priced.,"??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,37.09024,-95.712891
120,Cate,Australia,"Reviewed: November 18, 2017",7.1,"Nice hotel, clean, good location but service could have been better","??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",3 Reviews,-25.274398,133.775136
121,D,United States of America,"Reviewed: November 14, 2017",6.3,"OK...I'd never stay there again, very expensive.","??Leisure trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",2 Reviews,37.09024,-95.712891
122,Leanne,United Kingdom,"Reviewed: November 14, 2017",7.5,Didn't like my stay at this hotel wouldn't stay there again,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",3 Reviews,55.378051,-3.435973
123,Maggie,Australia,"Reviewed: November 14, 2017",4.2,I so far haven't received the refund of my deposit.,"??Leisure trip??Group??Forum Classic, 2 Queen Beds, Non-Smoking??Stayed 1 night",3 Reviews,-25.274398,133.775136
124,MarieCatherine,United States of America,"Reviewed: November 13, 2017",7.1,Disappointing stay at Ceasars Palace.,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 2 nights",20 Reviews,37.09024,-95.712891
125,Bobcat,Bahamas,"Reviewed: November 10, 2017",5.0,Wasnt wat i expected...,"??Leisure trip??Travelers with friends??Augustus Strip View, 2 Queens, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",3 Reviews,25.03428,-77.39628
126,Christopher,United Kingdom,"Reviewed: November 9, 2017",10.0,Everything you hope for and a lot more.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",3 Reviews,55.378051,-3.435973
127,David,United States of America,"Reviewed: November 4, 2017",5.0,"Not worth the money, poor customer service","??Business trip??Family with young children??Augustus Premium Room, 2 Queens, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",1 review,37.09024,-95.712891
128,Lucinda,France,"Reviewed: November 3, 2017",8.3,Amazing and very comfortable ,"??Leisure trip??Family with young children??Augustus Strip View, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",3 Reviews,46.227638,2.213749
129,Suzy895,Australia,"Reviewed: November 3, 2017",9.6,Heart of the Strip,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",28 Reviews,-25.274398,133.775136
130,Sharon,United Kingdom,"Reviewed: November 2, 2017",10.0,Amazing,"??Leisure trip??Group??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",5 Reviews,55.378051,-3.435973
131,Maria,Australia,"Reviewed: November 1, 2017",9.6,The most Amazing place!!,"??Leisure trip??Family with young children??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",1 review,-25.274398,133.775136
132,Stephanie,South Africa,"Reviewed: October 30, 2017",6.3,Don't stay here. Just don't.,"??Leisure trip??Couple??Augustus Strip View, 1 King, Non-Smoking??Stayed 1 night??Submitted from a mobile device",4 Reviews,-30.559482,22.937506
133,Jonathan,United Kingdom,"Reviewed: October 30, 2017",8.8,Not clear how or where to get breakfast if it is included in...,"??Leisure trip??Solo traveler??Octavius Premium Room, 1 King, Non-Smoking??Stayed 2 nights",4 Reviews,55.378051,-3.435973
134,Marie,United States of America,"Reviewed: October 30, 2017",9.6,the palace tower renovation was very nice.,"??Leisure trip??Family with young children??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 2 nights",1 review,37.09024,-95.712891
135,Anonymous,United Kingdom,"Reviewed: October 29, 2017",9.2,Excellent but Expensive !,"??Leisure trip??Couple??Augustus Strip View, 1 King, Non-Smoking??Stayed 6 nights??Submitted from a mobile device",11 Reviews,55.378051,-3.435973
136,Karen,Panama,"Reviewed: October 29, 2017",10.0,"Perfect location at strip, magnificent antique hotel.","??Leisure trip??Family with young children??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights??Submitted from a mobile device",12 Reviews,8.537981,-80.782127
137,Patrick,Canada,"Reviewed: October 27, 2017",7.1,Took in a couple great shows at the Coliseum. (not Celine),"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 5 nights",1 review,56.130366,-106.34677099999999
138,David,United Kingdom,"Reviewed: October 27, 2017",8.3,Ok but not the best value or the best hotel,"??Leisure trip??Couple??Augustus Premium Room, King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",24 Reviews,55.378051,-3.435973
139,Adam,United Kingdom,"Reviewed: October 27, 2017",9.2,"Would certainly stay again, amazing hotel","??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",2 Reviews,55.378051,-3.435973
140,Brad,Australia,"Reviewed: October 23, 2017",7.5,Ok,"??Leisure trip??Family with young children??Augustus Strip View, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,-25.274398,133.775136
141,Valerie,United States of America,"Reviewed: October 22, 2017",7.5,We will most likely be back if we can find a better bed in the hotel,"??Leisure trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",2 Reviews,37.09024,-95.712891
142,Anonymous,Australia,"Reviewed: October 21, 2017",4.6,"First trip to Vegas and have watched heaps of movie that was based at Caesar, but is a huge let down",??Leisure trip??Group??2 rooms??Stayed 3 nights??Submitted from a mobile device,1 review,-25.274398,133.775136
143,Abbeyp,United Kingdom,"Reviewed: October 20, 2017",10.0,This accommodation was advertised with breakfast included...,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",2 Reviews,55.378051,-3.435973
144,Anonymous,United States of America,"Reviewed: October 19, 2017",6.3,Ok stay but the staff and their lack of professionalism is evident.,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 1 night",2 Reviews,37.09024,-95.712891
145,Anonymous,United Kingdom,"Reviewed: October 18, 2017",6.3,Not worth the investment,??Leisure trip??Group??2 rooms??Stayed 2 nights,65 Reviews,55.378051,-3.435973
146,Frances,United Kingdom,"Reviewed: October 17, 2017",9.6,Fantastic room - Jacuzzi bath!,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",14 Reviews,55.378051,-3.435973
147,Anonymous,Bosnia and Herzegovina,"Reviewed: October 17, 2017",7.9,Did Caesar live here? :)),"??Leisure trip??Family with young children??Octavius Premium Room, 1 King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",4 Reviews,43.915886,17.679076000000002
148,Thomas,United States of America,"Reviewed: October 16, 2017",7.5,See above,"??Leisure trip??Group??Forum Petite Suite, 1 King Bed, Non-Smoking??Stayed 3 nights",1 review,37.09024,-95.712891
149,Anonymous,South Africa,"Reviewed: October 16, 2017",7.1,ON ARRIVAL THEY SAID THAT THE ROOM THAT WE HAD BOOKED WAS...,"??Leisure trip??Group??Forum Classic, 1 King Bed, Non-Smoking??Stayed 3 nights",4 Reviews,-30.559482,22.937506
150,Noor,United States of America,"Reviewed: October 15, 2017",9.6,Loved it! Can't wait to come back again!,"??Leisure trip??Group??Palace Premium Room, 2 Queen Beds, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",2 Reviews,37.09024,-95.712891
151,Anonymous,Australia,"Reviewed: October 12, 2017",7.9,"Overall a very enjoyable stay. Well located, staff very helpful and friendly, would not hesitate to","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights",3 Reviews,-25.274398,133.775136
152,Adebayo,United States of America,"Reviewed: October 10, 2017",8.3,Awesome and busy location.,"??Leisure trip??Group??Palace Premium Studio Suite, 1 King, Non-Smoking??Stayed 3 nights??Submitted from a mobile device",6 Reviews,37.09024,-95.712891
153,James,United States of America,"Reviewed: October 9, 2017",4.6,Bed was comfortable.,"??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",1 review,37.09024,-95.712891
154,Erin,United States of America,"Reviewed: October 9, 2017",9.6,Love the Caesars Pools!,"??Leisure trip??Group??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",31 Reviews,37.09024,-95.712891
155,Neil,United Kingdom,"Reviewed: October 9, 2017",4.6,dreadful because of smoking being allowed indoors.,"??Leisure trip??Group??Palace Premium Studio Suite, 1 King, Non-Smoking??Stayed 3 nights",1 review,55.378051,-3.435973
156,Nancy,United States of America,"Reviewed: October 7, 2017",6.7,I really like the room very clean .,"??Leisure trip??Group??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights??Submitted from a mobile device",1 review,37.09024,-95.712891
157,Natasha,United States of America,"Reviewed: October 6, 2017",9.2,We rented a cabana the first day.,"??Business trip??Couple??Julius Deluxe Room, 1 King, Non-Smoking??Stayed 3 nights",7 Reviews,37.09024,-95.712891
158,Frances,United States of America,"Reviewed: October 3, 2017",10.0,"Great stay, great property, absolutely huge, at times overwhelming!","??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 2 nights",4 Reviews,37.09024,-95.712891
159,Anonymous,Australia,"Reviewed: October 3, 2017",7.5,"Great location, good rooms but needs more signs to navigate your way around as it is a very large pr","??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 4 nights",1 review,-25.274398,133.775136
160,Cecilia,United States of America,"Reviewed: October 2, 2017",9.6,Was a pleasure ,"??Leisure trip??Family with young children??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,37.09024,-95.712891
161,Julie,United Kingdom,"Reviewed: September 30, 2017",10.0,Fabulous Hotel... loved it.,"??Leisure trip??Family with young children??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",6 Reviews,55.378051,-3.435973
162,Dawid,Poland,"Reviewed: September 30, 2017",9.2,"Bathroom, pools and view was absolutely gorgeous.","??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 2 nights",3 Reviews,51.919438,19.145135999999997
163,Charles,United States of America,"Reviewed: September 29, 2017",6.7,"The room was great, the bed  was cozy.","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights",1 review,37.09024,-95.712891
164,Wannakamon,Japan,"Reviewed: September 29, 2017",9.6,"Excellent staff, comfortable bed.","??Business trip??Solo traveler??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights",12 Reviews,36.204824,138.252924
165,Abdulazeez,Kuwait,"Reviewed: September 27, 2017",6.7,If it weren't for the shows.. i won't stay there ,"??Leisure trip??Travelers with friends??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 1 night??Submitted from a mobile device",15 Reviews,29.311659999999996,47.481766
166,Svetlana,Netherlands,"Reviewed: September 27, 2017",8.3,Very comfortable beds with pillowtop mattresses.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night",20 Reviews,52.132633,5.291266
167,Ronney,Brazil,"Reviewed: September 27, 2017",7.9,We choose to stay at Caesars because we planned go to Rod...,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 3 nights",27 Reviews,-14.235004,-51.92528
168,Kylie,Australia,"Reviewed: September 27, 2017",9.2,"The rooms, the pool and location were great.","??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",1 review,-25.274398,133.775136
169,Thomas,United States of America,"Reviewed: September 26, 2017",6.3,Overall very nice other than smell,"??Leisure trip??Couple??Palace Premium Studio Suite, 1 King, Non-Smoking??Stayed 2 nights??Submitted from a mobile device",1 review,37.09024,-95.712891
170,Jaime,Cook Islands,"Reviewed: September 25, 2017",7.1,It was good.,"??Leisure trip??Family with young children??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 1 night",1 review,-21.236735999999997,-159.777671
171,Katie,United Kingdom,"Reviewed: September 25, 2017",2.5,Miserable,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 1 night??Submitted from a mobile device",2 Reviews,55.378051,-3.435973
172,Demi,United Kingdom,"Reviewed: September 25, 2017",6.7,Disappointing,"??Leisure trip??Group??Augustus Strip View, 2 Queens, Non-Smoking??Stayed 7 nights??Submitted from a mobile device",1 review,55.378051,-3.435973
173,Anonymous,United Kingdom,"Reviewed: September 24, 2017",7.9,"luxury property , wouldn't stop there again everything...","??Leisure trip??Couple??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 5 nights",2 Reviews,55.378051,-3.435973
174,Martin,United Kingdom,"Reviewed: September 24, 2017",4.2,A Booking.com con!! Clearly says breakfast included and only in the small print $10 mentioned,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 5 nights",11 Reviews,55.378051,-3.435973
175,Relyn,United States of America,"Reviewed: September 22, 2017",8.3,"Our room was in the OCTAVIUS TOWER, the view was spectacular...","??Leisure trip??Solo traveler??Octavius Premium Room, 1 King, Non-Smoking??Stayed 1 night",1 review,37.09024,-95.712891
176,Lindsay,United Kingdom,"Reviewed: September 22, 2017",10.0,"Highly recommended, will be returning.","??Leisure trip??Couple??Augustus Strip View, 1 King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",2 Reviews,55.378051,-3.435973
177,Wendy,United Kingdom,"Reviewed: September 22, 2017",7.5,Loved Cesars Palace and would recommend it. Another bucket list ticked off.,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 7 nights??Submitted from a mobile device",1 review,55.378051,-3.435973
178,Jed,United States of America,"Reviewed: September 21, 2017",5.8,It could have been Great.  Will Not recommend Caesar's to anyone going forward.  Also very Expensive,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 2 nights",1 review,37.09024,-95.712891
179,Margaret,United Kingdom,"Reviewed: September 21, 2017",10.0,"We all had a wonderful time, the wedding was out of this world, we ate in lovely restaurants and saw","??Family with young children??Forum Classic, 1 King Bed, Non-Smoking??Stayed 7 nights",1 review,55.378051,-3.435973
180,Hilary,United Kingdom,"Reviewed: September 21, 2017",8.8,The pool is amazing.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",4 Reviews,55.378051,-3.435973
181,Anonymous,United Kingdom,"Reviewed: September 19, 2017",9.6,Security and staff were really good when we had some of our...,"??Leisure trip??Group??Julius Deluxe Room, 2 Queens, Non-Smoking??Stayed 4 nights",2 Reviews,55.378051,-3.435973
182,Fred,France,"Reviewed: September 19, 2017",7.1,"Cleaniness and tidiness are a must, the extra services expected to be part of deal are to be paid","??Leisure trip??Group??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 2 nights",1 review,46.227638,2.213749
183,Janet,United Kingdom,"Reviewed: September 18, 2017",7.5,Location.,"??Leisure trip??Couple??Forum Classic, 1 King Bed, Non-Smoking??Stayed 4 nights",3 Reviews,55.378051,-3.435973
184,Dafna,Israel,"Reviewed: September 18, 2017",7.5,Did not meet our expectations. ,"??Leisure trip??Couple??Octavius Premium Room, 1 King, Non-Smoking??Stayed 4 nights??Submitted from a mobile device",3 Reviews,31.046051000000002,34.851612
185,Joel,United Kingdom,"Reviewed: September 16, 2017",4.6,False advertising and hidden costs accompanied by very pool customer service.,"??Leisure trip??Group??Octavius Premium Room, 2 Queens, Non-Smoking??Stayed 6 nights",2 Reviews,55.378051,-3.435973
